item,item_code,quantity,unit_price,total_sales_amount,date,type
vball lkft ipa,3417,1.0,4.0,4.0,2021-09-24,special
vball moon man,3414,1.0,4.0,4.0,2021-09-24,special
side honey mustard,2751,1.0,0.25,0.25,2021-09-24,side
side guacamole,2757,1.0,0.0,0.0,2021-09-24,side
side lg nacho cheese,2816,1.0,1.5,1.5,2021-09-24,side
side hot sauce,2817,1.0,0.25,0.25,2021-09-24,side
side bleu chez,2818,1.0,0.25,0.25,2021-09-24,side
side tartar sauce,2834,1.0,0.25,0.25,2021-09-24,side
bottle pabst blue ribbon,3126,1.0,3.25,3.25,2021-09-24,beer
can n.g. staghorn,3135,1.0,5.0,5.0,2021-09-24,beer
side garlic parm,2877,1.0,0.13,0.13,2021-09-24,side
sandwich of the week,2887,1.0,6.75,6.75,2021-09-24,special
bottle budweiser,3115,1.0,4.5,4.5,2021-09-24,beer
can ginger ale,3150,1.0,1.5,1.5,2021-09-24,nonalcoholic
shot canad. club,3618,1.0,3.0,3.0,2021-09-24,scotch/whiskey
dbl bulleit bourbon,3587,1.0,9.0,9.0,2021-09-24,bourbon
shot crown royal,3529,1.0,0.0,0.0,2021-09-24,scotch/whiskey
shot jack ds honey,3533,1.0,4.0,4.0,2021-09-24,scotch/whiskey
jameson,3539,1.0,5.0,5.0,2021-09-24,scotch/whiskey
3rd space frog weiss,3717,1.0,5.0,5.0,2021-09-24,beer
dbl rail vodka,3455,99.0,5.2550505050505,520.25,2020-09-25,vodka
pit miller lite,3143,64.0,10.828125,693.0,2020-09-25,beer
shot tullamore dew,3327,62.0,2.6451612903226,164.0,2020-09-25,scotch/whiskey
shot skyy,3663,56.0,3.0,168.0,2020-09-25,vodka
pint spotted cow,3140,45.0,3.6333333333333,163.5,2020-09-25,beer
bottle miller high life,3122,40.0,2.68125,107.25,2020-09-25,beer
pit spotted cow,3145,30.0,15.0,450.0,2020-09-25,beer
shot seagrams vo,3325,30.0,1.9,57.0,2020-09-25,scotch/whiskey
shot cazadores blanco,3481,30.0,4.0,120.0,2020-09-25,tequila
dbl titos,3654,30.0,7.9333333333333,238.0,2020-09-25,vodka
shot rail gin,3454,29.0,2.3793103448276,69.0,2020-09-25,gin
pint stein,3141,29.0,3.9310344827586,114.0,2020-09-25,beer
locust st. wings half,2858,26.0,6.0576923076923,157.5,2020-09-25,appetizers
locust st wings full,2729,25.0,10.84,271.0,2020-09-25,appetizers
skyy cherry bomb,3370,25.0,3.36,84.0,2020-09-25,vodka
sriracha strips,2730,24.0,7.375,177.0,2020-09-25,appetizers
pit schlitz,3144,22.0,8.5,187.0,2020-09-25,beer
glass water,3162,22.0,0.0,0.0,2020-09-25,nonalcoholic
dbl rail whiskey,3459,22.0,4.8863636363636,107.5,2020-09-25,scotch/whiskey
fish fry,2722,21.0,10.488095238095,220.25,2020-09-25,fish
cheese curds,2728,21.0,7.2857142857143,153.0,2020-09-25,appetizers
perch fry,2830,20.0,13.14,262.8,2020-09-25,fish
can pabst blue ribbon 16oz,3129,20.0,3.8,76.0,2020-09-25,beer
vball lite,3410,20.0,0.0,0.0,2020-09-25,special
pint lkft hazy rabbit,3348,20.0,4.2,84.0,2020-09-25,beer
dbl rail gin,3453,19.0,5.1842105263158,98.5,2020-09-25,gin
pint lkft ipa,3136,19.0,3.7105263157895,70.5,2020-09-25,beer
all american burger,2840,19.0,7.5263157894737,143.0,2020-09-25,burger
riverwest burger,2714,18.0,10.166666666667,183.0,2020-09-25,burger
skyy peach bomb,3367,18.0,2.8888888888889,52.0,2020-09-25,vodka
pint schlitz,3139,18.0,1.5,27.0,2020-09-25,beer
can press ling/eld,3709,18.0,5.0,90.0,2020-09-25,hard seltzer
bottle miller lite,3391,16.0,2.84375,45.5,2020-09-25,beer
grilled cheese,2734,16.0,2.625,42.0,2020-09-25,sandwich
shot rumpleminz,3242,15.0,4.0,60.0,2020-09-25,rum
dbl rail rum,3457,15.0,3.1,46.5,2020-09-25,rum
buffalo chicken sammy,3707,15.0,8.8333333333333,132.5,2020-09-25,sandwich
patty melt,3705,14.0,9.5714285714286,134.0,2020-09-25,sandwich
skyy apricot bomb,3368,14.0,3.1428571428571,44.0,2020-09-25,vodka
french fries,2731,14.0,2.0,28.0,2020-09-25,side
chili cheese poutine,2801,13.0,7.0384615384615,91.5,2020-09-25,appetizers
pit miller high life,3142,13.0,9.3076923076923,121.0,2020-09-25,beer
shot jameson,3317,13.0,2.1538461538462,28.0,2020-09-25,scotch/whiskey
shot skyy peach,3665,13.0,0.0,0.0,2020-09-25,vodka
tracks big boy,3704,12.0,9.0733333333333,108.88,2020-09-25,burger
pint beer of the week,3356,12.0,4.5,54.0,2020-09-25,special
shot jose cuervo,3475,12.0,3.0,36.0,2020-09-25,tequila
shot cazadores reposado,3479,12.0,2.0,24.0,2020-09-25,tequila
can press gf/car,3133,12.0,5.0,60.0,2020-09-25,hard seltzer
cheese burger,2841,12.0,6.5833333333333,79.0,2020-09-25,burger
nashville hot chicken,3706,11.0,9.1818181818182,101.0,2020-09-25,entree
shot campari,3549,10.0,3.0,30.0,2020-09-25,liqueur
shot fireball,3584,10.0,4.0,40.0,2020-09-25,scotch/whiskey
chix caeser wrap,2838,10.0,9.6,96.0,2020-09-25,sandwich
combo fry,2736,10.0,13.6,136.0,2020-09-25,fish
pint moon man,3349,10.0,2.25,22.5,2020-09-25,beer
skyy raspberry bomb,3369,9.0,4.0,36.0,2020-09-25,vodka
pit water,3400,9.0,0.0,0.0,2020-09-25,nonalcoholic
can press pom/gin,3131,9.0,5.0,45.0,2020-09-25,hard seltzer
shot titos,3655,9.0,1.3333333333333,12.0,2020-09-25,vodka
dbl captain morgan,3496,8.0,8.0,64.0,2020-09-25,rum
can press lime,3132,8.0,5.0,40.0,2020-09-25,hard seltzer
bottle corona,3117,8.0,4.5,36.0,2020-09-25,beer
tater tots,2836,8.0,2.0625,16.5,2020-09-25,side
skyy ginger bomb,3371,8.0,4.0,32.0,2020-09-25,vodka
pit lkft ipa,3358,8.0,15.0,120.0,2020-09-25,beer
pint angry orchard,3352,8.0,3.9375,31.5,2020-09-25,hard cider
vball spot cow,3415,7.0,4.0,28.0,2020-09-25,special
pit lkft hazy rabbit,3359,7.0,15.0,105.0,2020-09-25,beer
skyy orange bomb,3372,7.0,4.0,28.0,2020-09-25,vodka
pc pollack,2800,7.0,2.3214285714286,16.25,2020-09-25,fish
chix caesar salad,2871,7.0,8.5714285714286,60.0,2020-09-25,salad
side ranch,2815,7.0,0.23285714285714,1.63,2020-09-25,side
shot absolut citron,3657,7.0,4.0,28.0,2020-09-25,vodka
dbl skyy raspb,3668,6.0,7.0,42.0,2020-09-25,vodka
bowl soup,2713,6.0,4.0,24.0,2020-09-25,side
cup soup,2872,6.0,2.0833333333333,12.5,2020-09-25,side
plain chicken strips,2867,6.0,6.6666666666667,40.0,2020-09-25,appetizers
house salad sm,2837,6.0,3.75,22.5,2020-09-25,salad
can press blk/hyb,3130,6.0,5.0,30.0,2020-09-25,hard seltzer
bottle mgd,3121,6.0,3.25,19.5,2020-09-25,beer
coffee,3153,6.0,0.5,3.0,2020-09-25,nonalcoholic
coke,3154,6.0,1.5,9.0,2020-09-25,nonalcoholic
pit moon man,3357,6.0,15.0,90.0,2020-09-25,beer
rail gin,3341,6.0,3.5,21.0,2020-09-25,gin
shot patron xo,3477,6.0,2.6666666666667,16.0,2020-09-25,tequila
shot rail whiskey,3460,6.0,3.0,18.0,2020-09-25,scotch/whiskey
dbl rail tequila,3461,6.0,5.0833333333333,30.5,2020-09-25,tequila
dbl jack daniels,3526,6.0,8.0,48.0,2020-09-25,scotch/whiskey
vball schlitz,3412,5.0,0.0,0.0,2020-09-25,special
hh pint guinness,3350,5.0,3.0,15.0,2020-09-25,happy hour
soda/juice,3183,5.0,1.5,7.5,2020-09-25,nonalcoholic
can crispin 16oz,3128,5.0,6.0,30.0,2020-09-25,hard cider
can coors light,3116,5.0,4.0,20.0,2020-09-25,beer
bottle modelo especial,3124,5.0,4.5,22.5,2020-09-25,beer
dbl stoli razz,3644,5.0,8.0,40.0,2020-09-25,vodka
dbl smirnoff,3646,4.0,6.0,24.0,2020-09-25,vodka
dbl skyy ginger,3672,4.0,7.0,28.0,2020-09-25,vodka
dbl skyy orange,3676,4.0,8.5,34.0,2020-09-25,vodka
dbl jameson,3538,4.0,8.0,32.0,2020-09-25,scotch/whiskey
dbl seagrams 7,3594,4.0,7.0,28.0,2020-09-25,scotch/whiskey
pint miller high life,3137,4.0,3.0,12.0,2020-09-25,beer
pit stein,3146,4.0,15.0,60.0,2020-09-25,beer
side garlic parm,2877,4.0,0.19,0.76,2020-09-25,side
side lg nacho cheese,2816,4.0,1.5,6.0,2020-09-25,side
shot dr mcgullicuddys,3226,4.0,0.0,0.0,2020-09-25,liqueur
shot goldschlager,3230,4.0,4.0,16.0,2020-09-25,liqueur
dbl rail brandy,3448,4.0,5.25,21.0,2020-09-25,brandy
shot rail vodka,3456,4.0,3.0,12.0,2020-09-25,vodka
dbl cazadores reposado,3478,4.0,7.0,28.0,2020-09-25,tequila
dbl cazadores blanco,3480,3.0,7.0,21.0,2020-09-25,tequila
mimosa,3206,3.0,2.6666666666667,8.0,2020-09-25,cocktail
house salad lg,2697,3.0,8.0,24.0,2020-09-25,salad
bottle blue moon,3113,3.0,4.5,13.5,2020-09-25,beer
bottle pabst blue ribbon,3126,3.0,2.1666666666667,6.5,2020-09-25,beer
side sm nacho chez,2852,3.0,0.75,2.25,2020-09-25,side
dbl bulleit rye,3589,3.0,8.0,24.0,2020-09-25,scotch/whiskey
dbl makers mark,3534,3.0,8.0,24.0,2020-09-25,bourbon
dbl bulleit bourbon,3587,3.0,8.0,24.0,2020-09-25,bourbon
shot skyy apricot,3667,3.0,0.0,0.0,2020-09-25,vodka
dbl ketel one,3658,3.0,8.0,24.0,2020-09-25,vodka
dbl ciroc,3636,2.0,9.0,18.0,2020-09-25,vodka
dbl jim beam,3530,2.0,7.0,14.0,2020-09-25,bourbon
shot captain morgan,3497,2.0,4.0,8.0,2020-09-25,rum
dbl campari,3548,2.0,7.0,14.0,2020-09-25,liqueur
shot johnnie walker red,3608,2.0,5.0,10.0,2020-09-25,scotch/whiskey
bottle spaten lager,3127,2.0,5.0,10.0,2020-09-25,beer
can schlitz 16oz,3134,2.0,4.0,8.0,2020-09-25,beer
7-up,3147,2.0,1.5,3.0,2020-09-25,nonalcoholic
diet coke,3158,2.0,1.5,3.0,2020-09-25,nonalcoholic
cup chili,2873,2.0,2.5,5.0,2020-09-25,side
3 part combo,2831,2.0,15.99,31.98,2020-09-25,fish
side tartar sauce,2834,2.0,0.25,0.5,2020-09-25,side
shrimp fry,2735,2.0,10.24,20.48,2020-09-25,fish
shirley temple,3182,2.0,1.75,3.5,2020-09-25,nonalcoholic
bloody mary,3199,2.0,7.0,14.0,2020-09-25,cocktail
absolut,3286,2.0,8.0,16.0,2020-09-25,vodka
pit angry orchard,3361,2.0,15.0,30.0,2020-09-25,hard cider
dbl hendricks gin,3485,2.0,9.0,18.0,2020-09-25,gin
dbl tanqueray,3488,2.0,4.0,8.0,2020-09-25,gin
vball stein,3416,2.0,4.0,8.0,2020-09-25,special
vball lkft ipa,3417,2.0,4.0,8.0,2020-09-25,special
vball hazy rabbit,3418,2.0,4.0,8.0,2020-09-25,special
vball angry orchard,3422,1.0,4.0,4.0,2020-09-25,special
vball moon man,3414,1.0,4.0,4.0,2020-09-25,special
vball hi-life,3411,1.0,0.0,0.0,2020-09-25,special
shot rail rum,3458,1.0,3.0,3.0,2020-09-25,rum
dbl bacardi,3492,1.0,6.0,6.0,2020-09-25,vodka
shot jack daniels,3527,1.0,4.0,4.0,2020-09-25,scotch/whiskey
dbl crown royal,3528,1.0,8.0,8.0,2020-09-25,scotch/whiskey
shot crown royal,3529,1.0,4.0,4.0,2020-09-25,scotch/whiskey
coke - refill,3464,1.0,0.0,0.0,2020-09-25,nonalcoholic
diet coke - refill,3465,1.0,0.0,0.0,2020-09-25,nonalcoholic
dbl jose cuervo,3474,1.0,6.0,6.0,2020-09-25,tequila
pit beer of the week,3362,1.0,15.0,15.0,2020-09-25,special
shot jager bomb,3274,1.0,5.0,5.0,2020-09-25,liqueur
makers mark,3322,1.0,5.0,5.0,2020-09-25,bourbon
rail vodka,3339,1.0,3.5,3.5,2020-09-25,vodka
bloody maria,3198,1.0,7.0,7.0,2020-09-25,cocktail
white russian,3215,1.0,5.0,5.0,2020-09-25,cocktail
side honey mustard,2751,1.0,0.25,0.25,2020-09-25,side
side bleu chez,2818,1.0,0.25,0.25,2020-09-25,side
pc shrimp,2823,1.0,1.0,1.0,2020-09-25,fish
bowl chili,2696,1.0,4.0,4.0,2020-09-25,side
side olives,2847,1.0,0.0,0.0,2020-09-25,side
side bacon,2848,1.0,1.0,1.0,2020-09-25,side
side mayo,2849,1.0,0.25,0.25,2020-09-25,side
bottle budweiser,3115,1.0,4.5,4.5,2020-09-25,beer
pc perch,2869,1.0,1.0,1.0,2020-09-25,fish
lemonade,3170,1.0,1.5,1.5,2020-09-25,nonalcoholic
red bull sf,3176,1.0,3.5,3.5,2020-09-25,nonalcoholic
seltzer,3180,1.0,1.5,1.5,2020-09-25,nonalcoholic
can ginger ale,3150,1.0,1.5,1.5,2020-09-25,nonalcoholic
can mountain dew,3152,1.0,1.5,1.5,2020-09-25,nonalcoholic
pint miller lite,3138,1.0,3.0,3.0,2020-09-25,beer
bottle odouls,3125,1.0,3.25,3.25,2020-09-25,beer
bottle lkft fixed gear,3120,1.0,5.0,5.0,2020-09-25,beer
stoli razz,3632,1.0,5.5,5.5,2020-09-25,vodka
dbl southern comfort,3596,1.0,8.0,8.0,2020-09-25,scotch/whiskey
shot baileys irish,3541,1.0,4.0,4.0,2020-09-25,liqueur
dbl coconut jack,3498,1.0,6.0,6.0,2020-09-25,rum
shot bulleit bourbon,3588,1.0,0.0,0.0,2020-09-25,bourbon
house white,3698,1.0,0.0,0.0,2020-09-25,wine
dbl rail vodka,3455,198.0,5.2436868686869,1038.25,2019-09-27,vodka
skyy orange bomb,3372,151.0,2.4635761589404,372.0,2019-09-27,vodka
shot tullamore dew,3327,118.0,2.4067796610169,284.0,2019-09-27,scotch/whiskey
skyy ginger bomb,3371,113.0,2.2300884955752,252.0,2019-09-27,vodka
skyy raspberry bomb,3369,101.0,2.2574257425743,228.0,2019-09-27,vodka
glass water,3162,71.0,0.0,0.0,2019-09-27,nonalcoholic
pint lkft ipa,3136,70.0,3.7928571428571,265.5,2019-09-27,beer
shot seagrams vo,3325,64.0,1.40625,90.0,2019-09-27,scotch/whiskey
locust st wings full,2729,62.0,11.040322580645,684.5,2019-09-27,appetizers
pint stein,3141,61.0,4.0819672131148,249.0,2019-09-27,beer
pit miller lite,3143,58.0,11.0,638.0,2019-09-27,beer
pint spotted cow,3140,58.0,3.9827586206897,231.0,2019-09-27,beer
pint lkft hazy rabbit,3348,58.0,3.698275862069,214.5,2019-09-27,beer
skyy peach bomb,3367,58.0,2.4137931034483,140.0,2019-09-27,vodka
bottle miller lite,3391,58.0,2.5775862068966,149.5,2019-09-27,beer
can press blk/hyb,3130,56.0,4.2857142857143,240.0,2019-09-27,hard seltzer
bottle miller high life,3122,53.0,2.3915094339623,126.75,2019-09-27,beer
pint moon man,3349,46.0,3.9130434782609,180.0,2019-09-27,beer
sriracha strips,2730,43.0,8.406976744186,361.5,2019-09-27,appetizers
cheese curds,2728,43.0,6.5116279069767,280.0,2019-09-27,appetizers
grilled cheese,2734,42.0,4.0595238095238,170.5,2019-09-27,sandwich
pit miller high life,3142,42.0,11.0,462.0,2019-09-27,beer
pint schlitz,3139,41.0,2.7073170731707,111.0,2019-09-27,beer
dbl rail tequila,3461,41.0,5.3780487804878,220.5,2019-09-27,tequila
skyy cherry bomb,3370,40.0,3.2,128.0,2019-09-27,vodka
pint miller lite,3138,40.0,2.925,117.0,2019-09-27,beer
pint beer of the week,3356,38.0,2.9210526315789,111.0,2019-09-27,special
dbl rail whiskey,3459,38.0,4.4605263157895,169.5,2019-09-27,scotch/whiskey
can pabst blue ribbon 16oz,3129,37.0,4.0,148.0,2019-09-27,beer
shot jameson,3317,37.0,3.5675675675676,132.0,2019-09-27,scotch/whiskey
can coors light,3116,37.0,4.0,148.0,2019-09-27,beer
pint miller high life,3137,36.0,2.8333333333333,102.0,2019-09-27,beer
shot jagermeister,3234,33.0,4.0,132.0,2019-09-27,liqueur
cheese burger,2841,31.0,7.0806451612903,219.5,2019-09-27,burger
soda/juice,3183,30.0,1.5,45.0,2019-09-27,nonalcoholic
pit schlitz,3144,30.0,10.266666666667,308.0,2019-09-27,beer
pit water,3400,29.0,0.0,0.0,2019-09-27,nonalcoholic
all american burger,2840,28.0,6.1339285714286,171.75,2019-09-27,burger
riverwest burger,2714,28.0,9.375,262.5,2019-09-27,burger
nachos,2808,28.0,7.0178571428571,196.5,2019-09-27,appetizers
3 part combo,2831,27.0,12.32037037037,332.65,2019-09-27,fish
locust st. wings half,2858,27.0,6.0740740740741,164.0,2019-09-27,appetizers
bloody mary,3199,27.0,7.1851851851852,194.0,2019-09-27,cocktail
dbl rail rum,3457,27.0,4.7037037037037,127.0,2019-09-27,rum
dbl rail gin,3453,26.0,5.1730769230769,134.5,2019-09-27,gin
pint angry orchard,3352,26.0,3.6346153846154,94.5,2019-09-27,hard cider
dbl titos,3654,26.0,7.3846153846154,192.0,2019-09-27,vodka
war burger,3028,24.0,8.3958333333333,201.5,2019-09-27,burger
perch fry,2830,24.0,9.9916666666667,239.8,2019-09-27,fish
pit spotted cow,3145,21.0,15.0,315.0,2019-09-27,beer
pint staghorn,3690,20.0,4.35,87.0,2019-09-27,beer
shot cazadores blanco,3481,20.0,3.8,76.0,2019-09-27,tequila
pint k4 fantasy factory,3351,19.0,4.2631578947368,81.0,2019-09-27,beer
shot skyy,3663,19.0,3.0,57.0,2019-09-27,vodka
soft pretzel bites,2835,19.0,5.0263157894737,95.5,2019-09-27,appetizers
holy mo!,2839,18.0,10.5,189.0,2019-09-27,burger
pit beer of the week,3362,18.0,11.0,198.0,2019-09-27,special
fancy fries,2878,17.0,5.0294117647059,85.5,2019-09-27,side
cheese curd burger,2879,17.0,9.7058823529412,165.0,2019-09-27,burger
can press pom/gin,3131,17.0,4.1176470588235,70.0,2019-09-27,hard seltzer
bottle corona,3117,16.0,4.5,72.0,2019-09-27,beer
chix caeser wrap,2838,16.0,8.03125,128.5,2019-09-27,sandwich
kung fu quesadilla,2870,16.0,6.03125,96.5,2019-09-27,appetizers
tater tots,2836,16.0,2.0,32.0,2019-09-27,side
fish fry,2722,16.0,10.2,163.2,2019-09-27,fish
vball hi-life,3411,16.0,0.0,0.0,2019-09-27,special
shot rail gin,3454,16.0,2.8125,45.0,2019-09-27,gin
dbl skyy ginger,3672,16.0,5.8125,93.0,2019-09-27,vodka
vball lite,3410,15.0,0.0,0.0,2019-09-27,special
hh pint abita wrought iron,3354,15.0,4.2,63.0,2019-09-27,happy hour
mush swiss burger,2715,15.0,8.2166666666667,123.25,2019-09-27,burger
french fries,2731,15.0,2.0,30.0,2019-09-27,side
thai chicken wrap,2880,15.0,8.2666666666667,124.0,2019-09-27,sandwich
can press lime,3132,15.0,5.0,75.0,2019-09-27,hard seltzer
bottle pabst blue ribbon,3126,15.0,3.25,48.75,2019-09-27,beer
bottle modelo especial,3124,14.0,4.5,63.0,2019-09-27,beer
shot rumpleminz,3242,14.0,3.1428571428571,44.0,2019-09-27,rum
shot goldschlager,3230,14.0,3.4285714285714,48.0,2019-09-27,liqueur
combo fry,2736,14.0,11.235714285714,157.3,2019-09-27,fish
dbl seagrams 7,3594,14.0,7.0,98.0,2019-09-27,scotch/whiskey
dbl rail brandy,3448,13.0,5.0,65.0,2019-09-27,brandy
dbl captain morgan,3496,13.0,8.0,104.0,2019-09-27,rum
plain chicken strips,2867,13.0,8.1923076923077,106.5,2019-09-27,appetizers
spicy popcorn shrimp,2864,13.0,6.0384615384615,78.5,2019-09-27,appetizers
bbq pulled pork,2842,13.0,7.0961538461538,92.25,2019-09-27,sandwich
sandwich of the week,2887,13.0,6.1538461538462,80.0,2019-09-27,special
bottle bud light,3114,12.0,4.5,54.0,2019-09-27,beer
camel lights,3247,12.0,10.0,120.0,2019-09-27,other
dbl jameson,3538,12.0,7.3333333333333,88.0,2019-09-27,scotch/whiskey
pit lkft ipa,3358,11.0,15.0,165.0,2019-09-27,beer
pit lkft hazy rabbit,3359,11.0,15.0,165.0,2019-09-27,beer
shot dr mcgullicuddys,3226,11.0,1.6363636363636,18.0,2019-09-27,liqueur
coke,3154,11.0,1.5,16.5,2019-09-27,nonalcoholic
jive turkey,2859,11.0,8.3181818181818,91.5,2019-09-27,sandwich
cup soup,2872,10.0,2.5,25.0,2019-09-27,side
cubano,2716,10.0,8.3,83.0,2019-09-27,sandwich
house salad sm,2837,10.0,3.65,36.5,2019-09-27,salad
pit stein,3146,10.0,15.0,150.0,2019-09-27,beer
bottle budweiser,3115,10.0,4.5,45.0,2019-09-27,beer
skyy apricot bomb,3368,10.0,4.0,40.0,2019-09-27,vodka
dbl hennessey,3449,10.0,11.0,110.0,2019-09-27,brandy
coke - refill,3464,10.0,0.0,0.0,2019-09-27,nonalcoholic
dbl makers mark,3534,10.0,8.0,80.0,2019-09-27,bourbon
shot ciroc,3637,10.0,2.0,20.0,2019-09-27,vodka
dbl jack daniels,3526,9.0,8.0,72.0,2019-09-27,scotch/whiskey
dbl jim beam,3530,9.0,7.0,63.0,2019-09-27,bourbon
pit moon man,3357,9.0,15.0,135.0,2019-09-27,beer
bottle mgd,3121,9.0,3.25,29.25,2019-09-27,beer
7-up,3147,9.0,1.5,13.5,2019-09-27,nonalcoholic
side ranch,2815,9.0,0.25,2.25,2019-09-27,side
iggy pop,2860,9.0,9.9444444444444,89.5,2019-09-27,sandwich
thurs burger,2886,8.0,5.9375,47.5,2019-09-27,burger
monday special,3032,8.0,6.5625,52.5,2019-09-27,special
chili cheese poutine,2801,8.0,7.0625,56.5,2019-09-27,appetizers
mango mimosa,3205,8.0,6.0,48.0,2019-09-27,cocktail
mimosa,3206,8.0,4.0,32.0,2019-09-27,cocktail
shot jim beam,3531,8.0,4.0,32.0,2019-09-27,bourbon
shot rail tequila,3462,8.0,3.0,24.0,2019-09-27,tequila
shot fireball,3584,8.0,4.0,32.0,2019-09-27,scotch/whiskey
can apple press,3695,8.0,4.375,35.0,2019-09-27,hard seltzer
moscow mule,3207,7.0,7.0,49.0,2019-09-27,cocktail
titos,3307,7.0,5.0,35.0,2019-09-27,vodka
shot jager bomb,3274,7.0,5.0,35.0,2019-09-27,liqueur
can n.g. staghorn,3135,7.0,5.0,35.0,2019-09-27,beer
house salad lg,2697,7.0,6.5,45.5,2019-09-27,salad
bowl soup,2713,7.0,4.0,28.0,2019-09-27,side
side garlic parm,2877,6.0,0.25,1.5,2019-09-27,side
chix caesar salad,2871,6.0,8.0833333333333,48.5,2019-09-27,salad
bottle spaten lager,3127,6.0,5.0,30.0,2019-09-27,beer
pit lkft oktoberfest,3691,6.0,15.0,90.0,2019-09-27,beer
shot wild turkey 101,3616,6.0,4.0,24.0,2019-09-27,scotch/whiskey
dbl cazadores blanco,3480,6.0,7.0,42.0,2019-09-27,tequila
dbl bacardi,3492,6.0,5.0,30.0,2019-09-27,vodka
shot kraken,3501,6.0,2.0,12.0,2019-09-27,rum
shot rail brandy,3447,6.0,3.0,18.0,2019-09-27,brandy
vball schlitz,3412,6.0,0.0,0.0,2019-09-27,special
hh pint guinness,3350,5.0,3.8,19.0,2019-09-27,happy hour
shot hennessey,3450,5.0,4.0,20.0,2019-09-27,brandy
dbl absolut citron,3656,5.0,8.0,40.0,2019-09-27,vodka
meyers dark,3261,5.0,4.0,20.0,2019-09-27,rum
dbl of the week,3251,5.0,5.0,25.0,2019-09-27,special
pc perch,2869,5.0,1.0,5.0,2019-09-27,fish
fish sandwich,2737,5.0,6.8,34.0,2019-09-27,fish
side sm nacho chez,2852,4.0,0.75,3.0,2019-09-27,side
fancy tots,2883,4.0,5.125,20.5,2019-09-27,side
diet coke,3158,4.0,1.5,6.0,2019-09-27,nonalcoholic
shirley temple,3182,4.0,1.75,7.0,2019-09-27,nonalcoholic
bottle odouls,3125,4.0,3.25,13.0,2019-09-27,beer
lemonade,3170,4.0,1.5,6.0,2019-09-27,nonalcoholic
shot rail whiskey,3460,4.0,3.0,12.0,2019-09-27,scotch/whiskey
dbl crown royal,3528,4.0,8.0,32.0,2019-09-27,scotch/whiskey
shot jose cuervo,3475,4.0,2.25,9.0,2019-09-27,tequila
vball beer of the week,3413,4.0,0.0,0.0,2019-09-27,special
vball spot cow,3415,4.0,4.0,16.0,2019-09-27,special
vball stein,3416,4.0,4.0,16.0,2019-09-27,special
vball hazy rabbit,3418,3.0,4.0,12.0,2019-09-27,special
vball moon man,3414,3.0,4.0,12.0,2019-09-27,special
pint abita turbodog,3353,3.0,3.0,9.0,2019-09-27,beer
shot patron xo,3477,3.0,4.0,12.0,2019-09-27,tequila
7-up refill,3463,3.0,0.0,0.0,2019-09-27,nonalcoholic
dbl bombay sapphire,3486,3.0,8.6666666666667,26.0,2019-09-27,gin
dbl tanqueray,3488,3.0,8.0,24.0,2019-09-27,gin
dbl coconut jack,3498,3.0,6.0,18.0,2019-09-27,rum
dbl kraken,3500,3.0,8.0,24.0,2019-09-27,rum
dbl skyy apricot,3666,3.0,7.0,21.0,2019-09-27,vodka
dbl skyy raspb,3668,3.0,7.0,21.0,2019-09-27,vodka
dbl amaretto,3560,3.0,7.0,21.0,2019-09-27,liqueur
coffee,3153,3.0,1.5,4.5,2019-09-27,nonalcoholic
can crispin 16oz,3128,3.0,6.0,18.0,2019-09-27,hard cider
absolut,3286,3.0,8.0,24.0,2019-09-27,vodka
shot of the week,3254,3.0,3.0,9.0,2019-09-27,special
cup chili,2873,3.0,2.5,7.5,2019-09-27,side
broiled fish fry,2813,3.0,9.95,29.85,2019-09-27,fish
hush puppies,2809,3.0,6.6666666666667,20.0,2019-09-27,appetizers
bowl chili,2696,2.0,4.0,8.0,2019-09-27,side
chips/salsa,2819,2.0,3.0,6.0,2019-09-27,appetizers
side honey mustard,2751,2.0,0.25,0.5,2019-09-27,side
side horse mayo,2753,2.0,0.25,0.5,2019-09-27,side
club sub,2733,2.0,7.0,14.0,2019-09-27,sandwich
tracks scramble,3045,2.0,8.0,16.0,2019-09-27,breakfast
bottle blue moon,3113,2.0,4.5,9.0,2019-09-27,beer
bottle eastside dark,3118,2.0,5.0,10.0,2019-09-27,beer
fish tacos,2851,2.0,6.75,13.5,2019-09-27,fish
side tartar sauce,2834,2.0,0.25,0.5,2019-09-27,side
bag snacks,3246,2.0,0.75,1.5,2019-09-27,other
mind eraser,3267,2.0,0.0,0.0,2019-09-27,cocktail
red bull,3175,2.0,3.5,7.0,2019-09-27,nonalcoholic
root beer,3178,2.0,1.5,3.0,2019-09-27,nonalcoholic
seltzer,3180,2.0,1.5,3.0,2019-09-27,nonalcoholic
sangria,3210,2.0,6.0,12.0,2019-09-27,cocktail
brew crew margarita,3200,2.0,7.0,14.0,2019-09-27,cocktail
black manhattan,3194,2.0,8.0,16.0,2019-09-27,cocktail
can press gf/car,3133,2.0,5.0,10.0,2019-09-27,hard seltzer
cranberry jc,3156,2.0,1.5,3.0,2019-09-27,nonalcoholic
dbl seagrams vo,3578,2.0,7.0,14.0,2019-09-27,scotch/whiskey
dbl tullamore dew,3536,2.0,8.0,16.0,2019-09-27,scotch/whiskey
shot bulleit bourbon,3588,2.0,4.0,8.0,2019-09-27,bourbon
shot mt. royal,3614,2.0,3.0,6.0,2019-09-27,scotch/whiskey
dbl skyy peach,3664,2.0,7.0,14.0,2019-09-27,vodka
