item,item_code,quantity,unit_price,total_sales_amount,date,Type
PIT Miller Lite,3143,9.0,11.0,99.0,2020-02-21,Beer
Skyy Cherry BOMB,3370,9.0,3.1111111111111,28.0,2020-02-21,Vodka
DBL Jack Daniels,3526,9.0,8.0,72.0,2020-02-21,Scotch/Whiskey
SHOT Bulleit Bourbon,3588,8.0,3.5,28.0,2020-02-21,Bourbon
SHOT Goldschlager,3230,8.0,2.5,20.0,2020-02-21,Liqueur
Sangria,3210,8.0,6.0,48.0,2020-02-21,Cocktail
RIVERWEST BURGER,2714,8.0,9.875,79.0,2020-02-21,Burger
Mush Swiss Burger,2715,8.0,7.125,57.0,2020-02-21,Burger
CAN PBR 16oz,3129,8.0,4.0,32.0,2020-02-21,Beer
BTL Corona,3117,7.0,3.8571428571429,27.0,2020-02-21,Beer
Kung Fu Quesadilla,2870,7.0,5.1428571428571,36.0,2020-02-21,Appetizers
Fish Tacos,2851,7.0,6.5,45.5,2020-02-21,Fish
Soda/Juice,3183,7.0,1.5,10.5,2020-02-21,NonAlcoholic
Skyy Peach BOMB,3367,7.0,1.7142857142857,12.0,2020-02-21,Vodka
Skyy Watermelon BOMB,3374,7.0,2.8571428571429,20.0,2020-02-21,Vodka
PINT Angry Orchard,3352,7.0,3.4285714285714,24.0,2020-02-21,Hard Cider
DBL RAIL Brandy,3448,7.0,5.8571428571429,41.0,2020-02-21,Brandy
SHOT RAIL Vodka,3456,7.0,2.1428571428571,15.0,2020-02-21,Vodka
DBL RAIL Rum,3457,6.0,4.75,28.5,2020-02-21,Rum
DBL RAIL Tequila,3461,6.0,5.25,31.5,2020-02-21,Tequila
SHOT Titos,3655,6.0,4.0,24.0,2020-02-21,Vodka
DBL Crown Royal,3528,6.0,8.0,48.0,2020-02-21,Scotch/Whiskey
SHOT Pearl Cucumber,3641,6.0,2.6666666666667,16.0,2020-02-21,Vodka
SHOT Skyy Raspb,3669,6.0,2.0,12.0,2020-02-21,Vodka
SHOT Fireball,3584,6.0,2.6666666666667,16.0,2020-02-21,Scotch/Whiskey
HH PINT Guinness,3350,6.0,3.6666666666667,22.0,2020-02-21,Happy Hour
PINT K4 Fantasy Factory,3351,6.0,3.75,22.5,2020-02-21,Beer
RAIL Rum,3343,6.0,3.5,21.0,2020-02-21,Rum
SHOT Jager Bomb,3274,6.0,1.6666666666667,10.0,2020-02-21,Liqueur
Tater Tots,2836,6.0,2.0,12.0,2020-02-21,Side
WAR Burger,3028,6.0,8.3333333333333,50.0,2020-02-21,Burger
CAN Schlitz 16oz,3134,6.0,4.0,24.0,2020-02-21,Beer
CAN Coors Light,3116,5.0,4.0,20.0,2020-02-21,Beer
BTL Modelo Especial,3124,5.0,4.5,22.5,2020-02-21,Beer
Fancy Fries,2878,5.0,4.1,20.5,2020-02-21,Side
PC Perch,2869,5.0,1.0,5.0,2020-02-21,Fish
SIDE RANCH,2815,5.0,0.25,1.25,2020-02-21,Side
Chili Cheese Poutine,2801,5.0,7.1,35.5,2020-02-21,Appetizers
SHRIMP FRY,2735,5.0,9.95,49.75,2020-02-21,Fish
PINT Abita TurboDog,3353,5.0,3.9,19.5,2020-02-21,Beer
Trinidad Tea,3213,5.0,6.4,32.0,2020-02-21,Cocktail
SHOT Jagermeister,3234,5.0,3.2,16.0,2020-02-21,Liqueur
7-UP,3147,5.0,1.5,7.5,2020-02-21,NonAlcoholic
DBL Jameson,3538,5.0,8.0,40.0,2020-02-21,Scotch/Whiskey
SHOT RAIL Tequila,3462,5.0,3.0,15.0,2020-02-21,Tequila
DBL Hennessey,3449,5.0,11.0,55.0,2020-02-21,Brandy
SHOT RAIL GIN,3454,5.0,2.4,12.0,2020-02-21,Gin
7-Up Refill,3463,4.0,0.0,0.0,2020-02-21,NonAlcoholic
Coke - Refill,3464,4.0,0.0,0.0,2020-02-21,NonAlcoholic
SHOT Campari,3549,4.0,1.5,6.0,2020-02-21,Liqueur
DBL Ketel One,3658,4.0,8.0,32.0,2020-02-21,Vodka
DBL of the WEEK,3251,4.0,6.0,24.0,2020-02-21,Special
Nachos,2808,4.0,7.0,28.0,2020-02-21,Appetizers
Chix Caeser Wrap,2838,4.0,6.0,24.0,2020-02-21,Sandwich
HOLY MO!,2839,4.0,10.25,41.0,2020-02-21,Burger
Iggy Pop,2860,4.0,9.25,37.0,2020-02-21,Sandwich
Monday Special,3032,4.0,6.25,25.0,2020-02-21,Special
BTL LKFT Fixed Gear,3120,4.0,5.0,20.0,2020-02-21,Beer
BTL Budweiser,3115,4.0,4.5,18.0,2020-02-21,Beer
Cup SOUP,2872,3.0,2.5,7.5,2020-02-21,Side
Cup Chili,2873,3.0,2.5,7.5,2020-02-21,Side
Cheese Curd Burger,2879,3.0,10.166666666667,30.5,2020-02-21,Burger
Thai Chicken Wrap,2880,3.0,8.0,24.0,2020-02-21,Sandwich
Jive Turkey,2859,3.0,8.1666666666667,24.5,2020-02-21,Sandwich
BBQ Pulled Pork,2842,3.0,7.0,21.0,2020-02-21,Sandwich
Hush Puppies,2809,3.0,4.3333333333333,13.0,2020-02-21,Appetizers
Bowl CHILI,2696,3.0,4.0,12.0,2020-02-21,Side
Absolut,3286,3.0,7.0,21.0,2020-02-21,Vodka
Titos,3307,3.0,5.0,15.0,2020-02-21,Vodka
Tues Grilled Cheese,3399,3.0,5.3333333333333,16.0,2020-02-21,Special
Skyy Apricot BOMB,3368,3.0,4.0,12.0,2020-02-21,Vodka
PIT Stein,3146,3.0,15.0,45.0,2020-02-21,Beer
Coke,3154,3.0,1.5,4.5,2020-02-21,NonAlcoholic
Bag Snacks,3246,3.0,0.5,1.5,2020-02-21,Other
SHOT Jack Daniels,3527,3.0,4.0,12.0,2020-02-21,Scotch/Whiskey
DBL Bacardi,3492,3.0,6.0,18.0,2020-02-21,Vodka
DBL Cazadores Blanco,3480,3.0,7.0,21.0,2020-02-21,Tequila
DBL Tanqueray,3488,2.0,8.0,16.0,2020-02-21,Gin
SHOT Kraken,3501,2.0,4.0,8.0,2020-02-21,Rum
DBL Jim Beam,3530,2.0,7.0,14.0,2020-02-21,Bourbon
DBL Jack D Honey,3532,2.0,8.0,16.0,2020-02-21,Scotch/Whiskey
DBL Makers Mark,3534,2.0,8.0,16.0,2020-02-21,Bourbon
SHOT Patron XO,3477,2.0,4.0,8.0,2020-02-21,Tequila
SHOT Bulleit Rye,3590,2.0,4.0,8.0,2020-02-21,Scotch/Whiskey
SHOT Amaretto,3561,2.0,3.0,6.0,2020-02-21,Liqueur
Jameson,3539,2.0,5.0,10.0,2020-02-21,Scotch/Whiskey
DBL Skyy Cherry,3670,2.0,7.0,14.0,2020-02-21,Vodka
SHOT Skyy Apricot,3667,2.0,0.0,0.0,2020-02-21,Vodka
SHOT Skyy Ginger,3673,2.0,3.0,6.0,2020-02-21,Vodka
DBL Skyy Orange,3676,2.0,3.5,7.0,2020-02-21,Vodka
SHOT Skyy Orange,3677,2.0,1.5,3.0,2020-02-21,Vodka
Camel Lights,3247,2.0,10.0,20.0,2020-02-21,Other
Mango Mimosa,3205,2.0,0.0,0.0,2020-02-21,Cocktail
Tully Peach Tea,3214,2.0,8.0,16.0,2020-02-21,Cocktail
Root Beer,3178,2.0,1.5,3.0,2020-02-21,NonAlcoholic
PIT WATER,3400,2.0,0.0,0.0,2020-02-21,NonAlcoholic
PIT K4 Fantasy Factory,3360,2.0,15.0,30.0,2020-02-21,Beer
Baileys Irish,3221,2.0,5.0,10.0,2020-02-21,Liqueur
Captain Morgan,3258,2.0,5.0,10.0,2020-02-21,Rum
Mind Eraser,3267,2.0,6.0,12.0,2020-02-21,Cocktail
BROILED FISH FRY,2813,2.0,10.2,20.4,2020-02-21,Fish
House Salad SM,2837,2.0,3.5,7.0,2020-02-21,Salad
SIDE Sm Nacho Chez,2852,2.0,0.75,1.5,2020-02-21,Side
Chix Caesar Salad,2871,2.0,8.0,16.0,2020-02-21,Salad
Fancy Tots,2883,2.0,5.0,10.0,2020-02-21,Side
Breakfast BURRITO,3034,2.0,7.5,15.0,2020-02-21,Breakfast
BTL MGD,3121,2.0,3.25,6.5,2020-02-21,Beer
BTL LH Milk Stout,3119,1.0,6.0,6.0,2020-02-21,Beer
SIDE Garlic Parm,2877,1.0,0.25,0.25,2020-02-21,Side
CAN Press Lime,3132,1.0,5.0,5.0,2020-02-21,Hard Seltzer
CAN Press GF/CAR,3133,1.0,5.0,5.0,2020-02-21,Hard Seltzer
BTL Blue Moon,3113,1.0,4.5,4.5,2020-02-21,Beer
Plain Chicken Strips,2867,1.0,8.0,8.0,2020-02-21,Appetizers
SIDE BLEU CHEZ,2818,1.0,0.25,0.25,2020-02-21,Side
Bowl SOUP,2713,1.0,4.0,4.0,2020-02-21,Side
Club Sub,2733,1.0,7.0,7.0,2020-02-21,Sandwich
SIDE CAJUN MAYO,2803,1.0,0.25,0.25,2020-02-21,Side
SIDE HORSE MAYO,2753,1.0,0.25,0.25,2020-02-21,Side
COLE SLAW,2799,1.0,2.0,2.0,2020-02-21,Side
Cazadores Blanco,3280,1.0,5.0,5.0,2020-02-21,Tequila
Cuervo Gold,3282,1.0,5.0,5.0,2020-02-21,Tequila
Skyy Mango,3298,1.0,4.0,4.0,2020-02-21,Vodka
RAIL Gin,3341,1.0,3.5,3.5,2020-02-21,Gin
RAIL Brandy,3342,1.0,4.5,4.5,2020-02-21,Brandy
Seagrams 7,3324,1.0,4.0,4.0,2020-02-21,Scotch/Whiskey
Cab/Merlot,3329,1.0,5.0,5.0,2020-02-21,Wine
PIT Moon Man,3357,1.0,15.0,15.0,2020-02-21,Beer
PIT LKFT Hazy Rabbit,3359,1.0,15.0,15.0,2020-02-21,Beer
Iced Tea,3167,1.0,1.5,1.5,2020-02-21,NonAlcoholic
Red Bull,3175,1.0,3.5,3.5,2020-02-21,NonAlcoholic
CAN Ginger Beer,3151,1.0,1.55,1.55,2020-02-21,NonAlcoholic
PIT Miller High Life,3142,1.0,11.0,11.0,2020-02-21,Beer
Tanqueray,3219,1.0,5.0,5.0,2020-02-21,Gin
Black Manhattan,3194,1.0,8.0,8.0,2020-02-21,Cocktail
Brew Crew Margarita,3200,1.0,7.0,7.0,2020-02-21,Cocktail
Long Island,3204,1.0,8.0,8.0,2020-02-21,Cocktail
Mimosa,3206,1.0,4.0,4.0,2020-02-21,Cocktail
Moscow Mule,3207,1.0,7.0,7.0,2020-02-21,Cocktail
Camel Menthol,3248,1.0,10.0,10.0,2020-02-21,Other
DBL Skyy Raspb,3668,1.0,7.0,7.0,2020-02-21,Vodka
SHOT D.E. Cranberry,3653,1.0,3.0,3.0,2020-02-21,Vodka
DBL Baileys Irish,3540,1.0,8.0,8.0,2020-02-21,Liqueur
SHOT Baileys Irish,3541,1.0,4.0,4.0,2020-02-21,Liqueur
SHOT Crown Royal,3529,1.0,0.0,0.0,2020-02-21,Scotch/Whiskey
DBL J. Walker Red,3607,1.0,11.0,11.0,2020-02-21,Scotch/Whiskey
DBL Dewars,3609,1.0,8.0,8.0,2020-02-21,Scotch/Whiskey
DBL Skyy Peach,3664,1.0,7.0,7.0,2020-02-21,Vodka
DBL Cazadores Reposado,3478,1.0,7.0,7.0,2020-02-21,Tequila
Cran JC - Refill,3467,1.0,0.0,0.0,2020-02-21,NonAlcoholic
Orange JC - Refill,3471,1.0,0.0,0.0,2020-02-21,NonAlcoholic
Lemonade - Refill,3472,1.0,0.0,0.0,2020-02-21,NonAlcoholic
Tullamore Dew,3537,1.0,5.0,5.0,2020-02-21,Scotch/Whiskey
DBL Jagermeister,3513,1.0,8.0,8.0,2020-02-21,Liqueur
RAIL Vodka,3339,109.0,5.0,545.0,2019-02-22,Vodka
PINT LKFT IPA,3136,87.0,3.5172413793103,306.0,2019-02-22,Beer
PINT Stein,3141,69.0,3.695652173913,255.0,2019-02-22,Beer
SHOT Seagrams VO,3325,59.0,3.2796610169492,193.5,2019-02-22,Scotch/Whiskey
PINT Spotted Cow,3140,52.0,3.6346153846154,189.0,2019-02-22,Beer
BTL Miller High Life,3122,51.0,3.25,165.75,2019-02-22,Beer
PINT Miller High Life,3137,47.0,3.0,141.0,2019-02-22,Beer
Skyy Raspberry BOMB,3369,40.0,4.0,160.0,2019-02-22,Vodka
SHOT Tullamore Dew,3327,38.0,4.0526315789474,154.0,2019-02-22,Scotch/Whiskey
RAIL Whiskey,3340,38.0,4.7894736842105,182.0,2019-02-22,Scotch/Whiskey
Glass Water,3162,38.0,0.0,0.0,2019-02-22,NonAlcoholic
PINT Moon Man,3349,36.0,3.4166666666667,123.0,2019-02-22,Beer
PINT Schlitz,3139,32.0,3.046875,97.5,2019-02-22,Beer
Locust St Wings FULL,2729,28.0,11.0,308.0,2019-02-22,Appetizers
Sriracha Strips,2730,27.0,8.0740740740741,218.0,2019-02-22,Appetizers
PIT Schlitz,3144,27.0,10.0,270.0,2019-02-22,Beer
PINT Miller Lite,3138,25.0,3.0,75.0,2019-02-22,Beer
BTL Miller Lite,3391,22.0,3.25,71.5,2019-02-22,Beer
SHOT Jameson,3317,21.0,5.1904761904762,109.0,2019-02-22,Scotch/Whiskey
Hennessey,3190,21.0,5.7619047619048,121.0,2019-02-22,Brandy
CAN PBR 16oz,3129,20.0,4.0,80.0,2019-02-22,Beer
Locust St. Wings HALF,2858,19.0,6.0,114.0,2019-02-22,Appetizers
Skyy Orange BOMB,3372,19.0,4.0,76.0,2019-02-22,Vodka
3 PART COMBO,2831,18.0,12.019444444444,216.35,2019-02-22,Fish
Soda/Juice,3183,18.0,1.5,27.0,2019-02-22,NonAlcoholic
Bloody Mary,3199,17.0,7.1176470588235,121.0,2019-02-22,Cocktail
PIT Miller Lite,3143,17.0,10.0,170.0,2019-02-22,Beer
Cheese Curds,2728,17.0,6.5,110.5,2019-02-22,Appetizers
Skyy Raspberry,3302,17.0,3.0,51.0,2019-02-22,Vodka
HH PINT Abita Wrought Iron,3354,16.0,3.46875,55.5,2019-02-22,Happy Hour
PINT Beer of the Week,3356,16.0,3.0,48.0,2019-02-22,Special
FISH FRY,2722,16.0,10.090625,161.45,2019-02-22,Fish
RIVERWEST BURGER,2714,15.0,9.8,147.0,2019-02-22,Burger
Mush Swiss Burger,2715,15.0,8.3,124.5,2019-02-22,Burger
French Fries,2731,15.0,2.0,30.0,2019-02-22,Side
CHEESE burger,2841,15.0,7.3666666666667,110.5,2019-02-22,Burger
Thurs Burger,2886,15.0,5.6,84.0,2019-02-22,Burger
COMBO FRY,2736,14.0,11.378571428571,159.3,2019-02-22,Fish
Skyy Cherry,3297,14.0,6.0,84.0,2019-02-22,Vodka
Tater Tots,2836,13.0,2.0,26.0,2019-02-22,Side
Perch FRY,2830,13.0,9.9884615384615,129.85,2019-02-22,Fish
SHOT Rumpleminz,3242,12.0,4.4166666666667,53.0,2019-02-22,Rum
PINT LKFT Hazy Rabbit,3348,12.0,4.0,48.0,2019-02-22,Beer
RAIL Gin,3341,11.0,5.2272727272727,57.5,2019-02-22,Gin
Captain Morgan,3258,11.0,7.1818181818182,79.0,2019-02-22,Rum
GRILLED CHEESE,2734,11.0,5.9090909090909,65.0,2019-02-22,Sandwich
BTL Corona,3117,11.0,4.5,49.5,2019-02-22,Beer
CAN Coors Light,3116,10.0,4.0,40.0,2019-02-22,Beer
BTL MGD,3121,10.0,3.25,32.5,2019-02-22,Beer
Plain Chicken Strips,2867,10.0,8.0,80.0,2019-02-22,Appetizers
Chili Cheese Poutine,2801,10.0,7.0,70.0,2019-02-22,Appetizers
PINT Abita TurboDog,3353,10.0,3.45,34.5,2019-02-22,Beer
Skyy Apricot BOMB,3368,10.0,4.0,40.0,2019-02-22,Vodka
Tues Grilled Cheese,3399,10.0,5.7,57.0,2019-02-22,Special
Titos,3307,9.0,6.7777777777778,61.0,2019-02-22,Vodka
Jim Beam,3318,9.0,6.7777777777778,61.0,2019-02-22,Bourbon
Jack Daniels,3315,9.0,7.5555555555556,68.0,2019-02-22,Scotch/Whiskey
Cubano,2716,9.0,8.4444444444444,76.0,2019-02-22,Sandwich
HOLY MO!,2839,8.0,9.4375,75.5,2019-02-22,Burger
BBQ Pulled Pork,2842,8.0,7.375,59.0,2019-02-22,Sandwich
WAR Burger,3028,8.0,8.0625,64.5,2019-02-22,Burger
Cup SOUP,2872,8.0,2.5,20.0,2019-02-22,Side
SHOT Dr McGullicuddys,3226,8.0,3.0,24.0,2019-02-22,Liqueur
RAIL Rum,3343,8.0,4.8125,38.5,2019-02-22,Rum
RAIL Tequila,3344,7.0,4.7857142857143,33.5,2019-02-22,Tequila
Seagrams 7,3324,7.0,4.8571428571429,34.0,2019-02-22,Scotch/Whiskey
PINT Angry Orchard,3352,7.0,3.8571428571429,27.0,2019-02-22,Hard Cider
Skyy Orange,3299,7.0,4.2857142857143,30.0,2019-02-22,Vodka
SHOT Goldschlager,3230,7.0,4.0,28.0,2019-02-22,Liqueur
Cazadores Blanco,3280,7.0,4.7142857142857,33.0,2019-02-22,Tequila
BTL Pabst,3126,7.0,3.25,22.75,2019-02-22,Beer
Monday Special,3032,7.0,7.5,52.5,2019-02-22,Special
Kung Fu Quesadilla,2870,7.0,6.0,42.0,2019-02-22,Appetizers
Jive Turkey,2859,7.0,8.1428571428571,57.0,2019-02-22,Sandwich
House Salad SM,2837,7.0,3.5,24.5,2019-02-22,Salad
All American Burger,2840,6.0,6.875,41.25,2019-02-22,Burger
Nacho Special,2717,6.0,5.0,30.0,2019-02-22,Special
Bowl SOUP,2713,6.0,4.0,24.0,2019-02-22,Side
Soft Pretzel Bites,2835,6.0,5.0,30.0,2019-02-22,Appetizers
BTL Blue Moon,3113,6.0,4.5,27.0,2019-02-22,Beer
CAN Press GF/CAR,3133,6.0,5.0,30.0,2019-02-22,Hard Seltzer
Skyy,3296,6.0,6.6666666666667,40.0,2019-02-22,Vodka
Skyy Pear,3301,6.0,5.6666666666667,34.0,2019-02-22,Vodka
Skyy Cherry BOMB,3370,6.0,4.0,24.0,2019-02-22,Vodka
Skyy Ginger BOMB,3371,6.0,4.0,24.0,2019-02-22,Vodka
Makers Mark,3322,5.0,7.2,36.0,2019-02-22,Bourbon
HH PINT Guinness,3350,5.0,4.1,20.5,2019-02-22,Happy Hour
Nachos Pork,3337,5.0,7.0,35.0,2019-02-22,Appetizers
Nachos Chicken,3338,5.0,7.1,35.5,2019-02-22,Appetizers
CAN Press Blk/Hyb,3130,5.0,5.0,25.0,2019-02-22,Hard Seltzer
Diet Coke,3158,5.0,0.9,4.5,2019-02-22,NonAlcoholic
PIT Stein,3146,5.0,14.0,70.0,2019-02-22,Beer
SHOT of the WEEK,3254,5.0,3.0,15.0,2019-02-22,Special
Tanqueray,3219,5.0,8.0,40.0,2019-02-22,Gin
Cheese Curd Burger,2879,5.0,10.0,50.0,2019-02-22,Burger
Breakfast BURGER,3033,5.0,8.05,40.25,2019-02-22,Breakfast
Spicy Popcorn Shrimp,2864,5.0,6.0,30.0,2019-02-22,Appetizers
Fish Tacos,2851,5.0,6.5,32.5,2019-02-22,Fish
BROILED FISH FRY,2813,5.0,9.95,49.75,2019-02-22,Fish
Chix Caesar Salad,2871,4.0,8.5,34.0,2019-02-22,Salad
Fancy Fries,2878,4.0,5.0,20.0,2019-02-22,Side
Cup Chili,2873,4.0,2.5,10.0,2019-02-22,Side
Breakfast CLASSIC,3035,4.0,6.5,26.0,2019-02-22,Breakfast
SHOT Jagermeister,3234,4.0,4.0,16.0,2019-02-22,Liqueur
Camel Lights,3247,4.0,9.0,36.0,2019-02-22,Other
Ciroc,3289,4.0,7.0,28.0,2019-02-22,Vodka
7-UP,3147,4.0,1.5,6.0,2019-02-22,NonAlcoholic
Coffee,3153,4.0,1.5,6.0,2019-02-22,NonAlcoholic
PIT Miller High Life,3142,4.0,10.0,40.0,2019-02-22,Beer
PINT K4 Fantasy Factory,3351,4.0,3.75,15.0,2019-02-22,Beer
Skyy Peach BOMB,3367,4.0,4.0,16.0,2019-02-22,Vodka
PINT O&apos;&apos;so Hop Debacle,3355,4.0,4.125,16.5,2019-02-22,Beer
Pinot Grigio,3333,3.0,5.0,15.0,2019-02-22,Wine
White Zin,3335,3.0,5.0,15.0,2019-02-22,Wine
PIT Spotted Cow,3145,3.0,14.0,42.0,2019-02-22,Beer
Lemonade,3170,3.0,1.5,4.5,2019-02-22,NonAlcoholic
Deep Eddy Grapefruit,3291,3.0,8.0,24.0,2019-02-22,Vodka
Bacardi Limon,3257,3.0,5.3333333333333,16.0,2019-02-22,Vodka
Coconut Jack,3259,3.0,6.0,18.0,2019-02-22,Rum
Amaretto,3220,3.0,5.3333333333333,16.0,2019-02-22,Liqueur
White Russian,3215,3.0,5.0,15.0,2019-02-22,Cocktail
Long Island,3204,3.0,8.0,24.0,2019-02-22,Cocktail
Black Manhattan,3194,3.0,8.0,24.0,2019-02-22,Cocktail
Thai Chicken Wrap,2880,3.0,8.0,24.0,2019-02-22,Sandwich
BTL LH Milk Stout,3119,3.0,4.5,13.5,2019-02-22,Beer
Shrimp Tacos,2874,3.0,6.5,19.5,2019-02-22,Fish
SIDE Mayo,2849,3.0,0.25,0.75,2019-02-22,Side
Bowl CHILI,2696,3.0,4.0,12.0,2019-02-22,Side
Club Sub,2733,3.0,9.3333333333333,28.0,2019-02-22,Sandwich
FISH SANDWICH,2737,2.0,7.5,15.0,2019-02-22,Fish
SIDE Sm Nacho Chez,2852,2.0,0.75,1.5,2019-02-22,Side
Chix Caeser Wrap,2838,2.0,8.0,16.0,2019-02-22,Sandwich
Hush Puppies,2809,2.0,6.5,13.0,2019-02-22,Appetizers
PC Pollack,2800,2.0,2.25,4.5,2019-02-22,Fish
Breakfast BURRITO,3034,2.0,7.5,15.0,2019-02-22,Breakfast
PC Perch,2869,2.0,1.0,2.0,2019-02-22,Fish
Iggy Pop,2860,2.0,9.0,18.0,2019-02-22,Sandwich
BTL Bud Light,3114,2.0,4.0,8.0,2019-02-22,Beer
BTL Miller Lite,3123,2.0,3.25,6.5,2019-02-22,Beer
BTL ODouls,3125,2.0,3.25,6.5,2019-02-22,Beer
Fancy Tots,2883,2.0,5.25,10.5,2019-02-22,Side
Desperado,3044,2.0,10.0,20.0,2019-02-22,Tequila
Tracks Scramble,3045,2.0,8.0,16.0,2019-02-22,Breakfast
El Diablo,3047,2.0,7.0,14.0,2019-02-22,Breakfast
Brew Crew Margarita,3200,2.0,7.0,14.0,2019-02-22,Cocktail
Seltzer - Refill,3181,2.0,0.0,0.0,2019-02-22,NonAlcoholic
Korbel,3191,2.0,4.5,9.0,2019-02-22,Brandy
Negroni,3208,2.0,8.0,16.0,2019-02-22,Cocktail
Trinidad Tea,3213,2.0,8.0,16.0,2019-02-22,Cocktail
Tully Peach Tea,3214,2.0,8.0,16.0,2019-02-22,Cocktail
Ketel One,3292,2.0,8.0,16.0,2019-02-22,Vodka
Cazadores Reposado,3281,2.0,4.0,8.0,2019-02-22,Tequila
Absolut,3286,2.0,8.0,16.0,2019-02-22,Vodka
Red Bull,3175,2.0,3.5,7.0,2019-02-22,NonAlcoholic
Diet Coke - Refill,3160,2.0,0.0,0.0,2019-02-22,NonAlcoholic
Coke,3154,2.0,1.5,3.0,2019-02-22,NonAlcoholic
CAN Ginger Beer,3151,2.0,1.55,3.1,2019-02-22,NonAlcoholic
CAN Mountain Dew,3152,2.0,1.5,3.0,2019-02-22,NonAlcoholic
CAN Press Pom/Gin,3131,2.0,5.0,10.0,2019-02-22,Hard Seltzer
CAN N.G. Staghorn,3135,2.0,5.0,10.0,2019-02-22,Beer
RAIL Brandy,3342,2.0,3.5,7.0,2019-02-22,Brandy
Chardonnay,3331,2.0,5.0,10.0,2019-02-22,Wine
Rehorst Gin,3218,2.0,6.0,12.0,2019-02-22,Vodka
Skyy Peach,3300,2.0,3.0,6.0,2019-02-22,Vodka
Bulleit Bourbon,3308,2.0,4.0,8.0,2019-02-22,Bourbon
PIT Moon Man,3357,2.0,14.0,28.0,2019-02-22,Beer
BTL Bud Light,3388,2.0,4.0,8.0,2019-02-22,Beer
Crown Royal,3312,1.0,4.0,4.0,2019-02-22,Scotch/Whiskey
Fireball,3313,1.0,4.0,4.0,2019-02-22,Scotch/Whiskey
South. Comfort,3326,1.0,8.0,8.0,2019-02-22,Scotch/Whiskey
CAN Crispin 16oz,3128,1.0,5.0,5.0,2019-02-22,Hard Cider
CAN Press Lime,3132,1.0,5.0,5.0,2019-02-22,Hard Seltzer
Coke - Refill,3155,1.0,0.0,0.0,2019-02-22,NonAlcoholic
7-UP - Refill,3148,1.0,0.0,0.0,2019-02-22,NonAlcoholic
CAN Ginger Ale,3150,1.0,1.5,1.5,2019-02-22,NonAlcoholic
Hot Choc,3164,1.0,1.5,1.5,2019-02-22,NonAlcoholic
Seltzer,3180,1.0,1.5,1.5,2019-02-22,NonAlcoholic
Lemonade - Refill,3171,1.0,0.0,0.0,2019-02-22,NonAlcoholic
Absolut Citron,3287,1.0,8.0,8.0,2019-02-22,Vodka
Cuervo Gold,3282,1.0,4.0,4.0,2019-02-22,Tequila
Pearl Pomegranate,3294,1.0,4.0,4.0,2019-02-22,Vodka
Meyers Dark,3261,1.0,6.0,6.0,2019-02-22,Rum
Mango Mimosa,3205,1.0,6.0,6.0,2019-02-22,Cocktail
Mimosa,3206,1.0,4.0,4.0,2019-02-22,Cocktail
Bombay Sapphire,3216,1.0,8.0,8.0,2019-02-22,Gin
Campari,3223,1.0,4.0,4.0,2019-02-22,Liqueur
Adm Byrds Bulldog,3192,1.0,7.0,7.0,2019-02-22,Cocktail
Ham n Swiss,3048,1.0,7.0,7.0,2019-02-22,Sandwich
SIDE English Muffin,3049,1.0,1.75,1.75,2019-02-22,Side
Breakfast Sammy,3046,1.0,6.5,6.5,2019-02-22,Breakfast
2 EGGS,3036,1.0,2.0,2.0,2019-02-22,Breakfast
Side Breakfast POTATO,3038,1.0,2.0,2.0,2019-02-22,Breakfast
BTL Budweiser,3115,1.0,4.0,4.0,2019-02-22,Beer
SIDE Sriracha Mayo,2865,1.0,0.25,0.25,2019-02-22,Side
SIDE Tartar Sauce,2834,1.0,0.25,0.25,2019-02-22,Side
SIDE RANCH,2815,1.0,0.25,0.25,2019-02-22,Side
SIDE BLEU CHEZ,2818,1.0,0.25,0.25,2019-02-22,Side
SIDE GUACAMOLE,2757,1.0,1.0,1.0,2019-02-22,Side
SHRIMP FRY,2735,1.0,10.2,10.2,2019-02-22,Fish
PINT Spotted Cow,3140,43.0,3.6976744186047,159.0,2021-02-26,Beer
SHOT Tullamore Dew,3327,43.0,3.3488372093023,144.0,2021-02-26,Scotch/Whiskey
PINT Moon Man,3349,35.0,3.3,115.5,2021-02-26,Beer
DBL RAIL Vodka,3455,35.0,4.9857142857143,174.5,2021-02-26,Vodka
SHOT Seagrams VO,3325,34.0,2.8235294117647,96.0,2021-02-26,Scotch/Whiskey
PINT Stein,3141,34.0,3.2647058823529,111.0,2021-02-26,Beer
BTL Miller High Life,3122,32.0,3.1484375,100.75,2021-02-26,Beer
SHOT Cazadores Blanco,3481,31.0,3.2258064516129,100.0,2021-02-26,Tequila
PINT Miller High Life,3137,28.0,2.8928571428571,81.0,2021-02-26,Beer
Skyy Orange BOMB,3372,25.0,3.36,84.0,2021-02-26,Vodka
Skyy Cherry BOMB,3370,24.0,2.5,60.0,2021-02-26,Vodka
SHOT Jameson,3317,21.0,1.7142857142857,36.0,2021-02-26,Scotch/Whiskey
SHOT of the WEEK,3254,19.0,2.6842105263158,51.0,2021-02-26,Special
BTL Modelo Especial,3124,19.0,4.2631578947368,81.0,2021-02-26,Beer
CAN PBR 16oz,3129,19.0,4.0,76.0,2021-02-26,Beer
CAN Press Pom/Gin,3131,19.0,5.0,95.0,2021-02-26,Hard Seltzer
GRILLED CHEESE,2734,19.0,3.0,57.0,2021-02-26,Sandwich
